key,displayName,englishName,scientificName,scientificNameAliases,originCountry,idealTemperatureRange,idealHumidityRange,wateringIntervalDays,lightRequirement,careDifficulty,careMemo,status,lightStars,difficultyStars
cleistocactus_strausii,クレイストカクタス・ストラウシー,Silver Torch Cactus,Cleistocactus strausii,,ボリビア,10〜28℃,20〜40%,11,bright_direct,medium,銀白色の細かいトゲに覆われた柱状のサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。成長すると大きな柱状に育ちます。トゲは鋭いため置き場所に注意してください。,新規,5,3
trichocereus_pachanoi,トリコケレウス・パカノイ,San Pedro Cactus,Trichocereus pachanoi,Echinopsis pachanoi,南米アンデス,10〜28℃,20〜40%,11,bright_direct,easy,成長が早く柱状に力強く育つサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み大きく育つため鉢の置き場所に余裕を持たせましょう。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,5,2
melocactus_matanzanus,メロカクタス・マタンザヌス,Dwarf Turk's Cap,Melocactus matanzanus,,キューバ,15〜28℃,30〜50%,10,bright_direct,hard,成熟すると頭頂部に毛の生えた花座を形成する個性的なサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光と高めの気温を好み、寒さにやや弱いため冬の温度管理に注意が必要です。トゲは鋭いため置き場所に注意してください。,新規,5,4
copiapoa_cinerea,コピアポア・キネレア,Copiapoa cinerea,Copiapoa cinerea,,チリ,10〜28℃,15〜35%,14,bright_direct,hard,白い粉を吹いたような灰白色の姿が特徴の希少なサボテンで、生育期は土が完全に乾いてから数日後に水を与える極度に乾燥気味の管理が基本です。強い直射日光と風通しの良い環境を好み、成長が非常に遅いため過湿による根腐れに特に注意してください。トゲは鋭いため置き場所に注意してください。,新規,5,5
haageocereus_versicolor,ハーゲオケレウス・ベルシカラー,Haageocereus versicolor,Haageocereus versicolor,,ペルー,10〜28℃,20〜40%,11,bright_direct,medium,色とりどりのトゲが柱状の茎を彩るサボテンで、生育期は土が完全に乾いてから水を与え冬は断水気味にします。強い直射日光を好み日照不足だと徒長しやすくなります。トゲは鋭いため置き場所に注意してください。,新規,5,3
rhipsalidopsis_gaertneri,リプサリドプシス・ゲルトネリ,Easter Cactus,Rhipsalidopsis gaertneri,Hatiora gaertneri,ブラジル,15〜25℃,50〜70%,7,bright_indirect,easy,平たい茎の先に鮮やかな花を咲かせる着生サボテンで、他のサボテンと異なり土の表面が乾いたら水を与えます。明るい日陰を好み強い直射日光は茎焼けの原因になります。他のサボテン類と同様、誤食は避けペットのいる家庭では注意しましょう。,新規,3,2
sansevieria_trifasciata,サンスベリア・トリファスキアタ,Snake Plant,Sansevieria trifasciata,Dracaena trifasciata,西アフリカ,15〜30℃,30〜50%,14,bright_indirect,easy,トラノオの名で親しまれる定番の丈夫な品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く室内のさまざまな場所で育てやすいですが、直射日光は葉焼けの原因になるため避けてください。CAM型光合成のため夜間も空気を浄化するとされ寝室にも向くとされます。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,1
sansevieria_cylindrica,サンスベリア・シリンドリカ,Cylindrical Snake Plant,Sansevieria cylindrica,Dracaena angolensis,アンゴラ,15〜30℃,25〜45%,14,bright_indirect,easy,棒状に伸びる円筒形の葉が特徴で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性があり室内でも育てやすいですが直射日光は葉焼けの原因になるため避けてください。葉を編み込んだ仕立てでも流通する人気品種です。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,2
sansevieria_moonshine,サンスベリア・ムーンシャイン,Moonshine Snake Plant,Sansevieria trifasciata 'Moonshine',,西アフリカ原産種の園芸品種,15〜30℃,30〜50%,14,bright_indirect,easy,銀灰色に輝く幅広の葉が特徴の品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く室内のさまざまな場所で育てやすいですが、発色を保つには明るい光が適しています。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,3,1
sansevieria_kirkii,サンスベリア・キルキー,Sansevieria kirkii,Sansevieria kirkii,,東アフリカ,15〜30℃,30〜50%,12,bright_indirect,medium,波打つ縁と斑模様の入る幅広の葉が特徴の品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性はありますが発色を保つには明るい光が適しています。他のサンスベリアよりやや成長がゆっくりです。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,3,2
sansevieria_masoniana,サンスベリア・マソニアーナ,Whale Fin Snake Plant,Sansevieria masoniana,,コンゴ,15〜30℃,30〜50%,14,bright_indirect,easy,クジラの尾のような一枚の大きな葉が特徴的な品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く室内でも育てやすいですが直射日光は葉焼けの原因になるため避けてください。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,2
sansevieria_francisii,サンスベリア・フランシシー,Sansevieria francisii,Sansevieria francisii,,ケニア,15〜30℃,25〜45%,14,bright_direct,medium,肉厚な棒状の葉が密集して星形に広がる品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。他のサンスベリアより強い光を好み、日照不足だと葉が間延びしやすくなります。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,4,3
sansevieria_fernwood,サンスベリア・ファーンウッド,Sansevieria 'Fernwood',Sansevieria 'Fernwood',,西アフリカ原産種の園芸品種,15〜30℃,25〜45%,14,bright_indirect,easy,細く棒状の葉が扇状に広がる品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く室内のさまざまな場所で育てやすい丈夫な品種です。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,1
sansevieria_boncel,サンスベリア・ボンセル,Sansevieria 'Boncel',Sansevieria trifasciata 'Boncel',,西アフリカ原産種の園芸品種,15〜30℃,30〜50%,14,bright_indirect,easy,コンパクトに育つ棒状の葉が特徴の小型品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く小さな鉢でも育てやすく、盆栽のような仕立ても楽しめます。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,1
sansevieria_black_coral,サンスベリア・ブラックコーラル,Black Coral Snake Plant,Sansevieria trifasciata 'Black Coral',,西アフリカ原産種の園芸品種,15〜30℃,30〜50%,14,bright_indirect,easy,黒みがかった濃緑色の幅広い葉が特徴の品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く室内のさまざまな場所で育てやすい丈夫な品種です。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,1
sansevieria_hahnii,サンスベリア・ハーニー,Bird's Nest Snake Plant,Sansevieria trifasciata 'Hahnii',,西アフリカ原産種の園芸品種,15〜30℃,30〜50%,14,bright_indirect,easy,鳥の巣のようにロゼット状にコンパクトまとまる小型品種で、土が完全に乾いてから水を与える乾燥気味の管理が基本です。耐陰性が高く小さな鉢でも育てやすい丈夫な品種です。誤食すると口や消化器に軽い刺激を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,2,1
calathea_orbifolia,カラテア・オルビフォリア,Calathea orbifolia,Goeppertia orbifolia,,ブラジル,18〜28℃,60〜75%,5,bright_indirect,medium,銀緑色の縞模様が入る丸みを帯びた大きな葉が特徴で、表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥すると葉先が茶色く傷みやすいため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食は避け、ペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
