key,displayName,englishName,scientificName,scientificNameAliases,originCountry,idealTemperatureRange,idealHumidityRange,wateringIntervalDays,lightRequirement,careDifficulty,careMemo,status,lightStars,difficultyStars
epipremnum_aureum_glacier,エピプレムナム・オーレウム・グレイシャー,Epipremnum Aureum Glacier,Epipremnum aureum 'Glacier',,ソロモン諸島原産種の園芸品種,15〜28℃,40〜60%,7,bright_indirect,medium,白と緑の細かい斑が氷のように入る品種で表土が乾いたらたっぷりと水を与えます。斑を保つには明るい光が必要ですが直射日光は葉焼けの原因になるため明るい日陰で管理してください。光量不足だと斑が薄れやすいため置き場所に注意しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
epipremnum_amplissimum,エピプレムナム・アンプリッシムム,Epipremnum Amplissimum,Epipremnum amplissimum,,フィリピン原産,18〜28℃,55〜70%,7,bright_indirect,medium,細長く波打つ独特な葉形を持つ品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。支柱に這わせると気根を出して安定して成長します。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
scindapsus_pictus,スキンダプサス・ピクタス,Scindapsus Pictus,Scindapsus pictus,,東南アジア原産,18〜28℃,50〜70%,7,bright_indirect,easy,銀色の斑点模様が散りばめられたビロード状の葉が特徴のつる性品種で表土が乾いたらたっぷりと水を与えます。半日陰でも育ちますが斑をきれいに保つには明るい場所が適しています。直射日光は葉焼けの原因になるため避けてください。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
scindapsus_treubii_moonlight,スキンダプサス・トロイビー・ムーンライト,Scindapsus Treubii Moonlight,Scindapsus treubii 'Moonlight',,東南アジア原産種の園芸品種,18〜28℃,55〜70%,7,bright_indirect,medium,銀灰色に輝く丸みを帯びた葉が特徴の人気品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。乾燥にも比較的強いですが加湿すると葉の艶が増します。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
scindapsus_officinalis,スキンダプサス・オフィキナリス,Scindapsus Officinalis,Scindapsus officinalis,,東南アジア原産,18〜28℃,55〜70%,7,bright_indirect,medium,大きく育つと厚みのある葉が力強く茂る品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。支柱に這わせると気根を出して安定して成長します。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
scindapsus_pictus_jade_satin,スキンダプサス・ピクタス・ジェイドサテン,Scindapsus Pictus Jade Satin,Scindapsus pictus 'Jade Satin',,東南アジア原産種の園芸品種,18〜28℃,50〜70%,7,bright_indirect,easy,絹のような光沢を持つ銀緑色の葉が特徴の丈夫な品種で表土が乾いたらたっぷりと水を与えます。半日陰でも育ちやすく初心者にもおすすめですが直射日光は葉焼けの原因になるため避けてください。ハンギングでも育てやすい品種です。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
syngonium_pink_splash,シンゴニウム・ピンクスプラッシュ,Syngonium Pink Splash,Syngonium podophyllum 'Pink Splash',,中南米原産種の園芸品種,18〜28℃,50〜70%,6,bright_indirect,easy,濃緑の葉にピンクの斑が飛び散ったように入る品種で表土が乾いたらたっぷりと水を与えます。斑を保つには明るい光が必要ですが直射日光は葉焼けの原因になるため明るい日陰で管理してください。成長すると矢じり形から羽状に葉形が変化していきます。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
syngonium_white_butterfly,シンゴニウム・ホワイトバタフライ,Syngonium White Butterfly,Syngonium podophyllum 'White Butterfly',,中南米原産種の園芸品種,18〜28℃,50〜70%,6,bright_indirect,easy,蝶が羽ばたくような白い斑が入る葉が特徴の丈夫な品種で表土が乾いたらたっぷりと水を与えます。半日陰でも育ちやすいですが斑を保つには明るい場所が適し直射日光は葉焼けの原因になるため避けてください。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,1
syngonium_albo_variegatum,シンゴニウム・アルボバリエガータム,Syngonium Albo Variegatum,Syngonium podophyllum 'Albo-variegatum',,中南米原産種の園芸品種,20〜28℃,55〜70%,6,bright_indirect,hard,白と緑のはっきりとしたコントラストの斑が入る希少品種で表土が乾いたらたっぷりと水を与えます。斑を保つには明るい光が必要ですが直射日光は葉焼けの原因になるため明るい日陰で管理してください。光量不足や強い剪定後に全緑の葉が出やすく早めに切り戻すと斑入りが維持されやすくなります。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,4
syngonium_neon_robusta,シンゴニウム・ネオンロブスタ,Syngonium Neon Robusta,Syngonium podophyllum 'Neon Robusta',,中南米原産種の園芸品種,18〜28℃,50〜70%,6,bright_indirect,easy,鮮やかなピンクがかった葉色が目を引く丈夫な品種で表土が乾いたらたっぷりと水を与えます。明るい室内でよく育ちますが直射日光は葉焼けの原因になるため避けてください。成長が早くつる状に伸びるため支柱やハンギングでの管理がおすすめです。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,1
syngonium_wendlandii,シンゴニウム・ウェンドランディー,Syngonium Wendlandii,Syngonium wendlandii,,コスタリカ原産,18〜28℃,55〜70%,6,bright_indirect,medium,濃緑の葉に銀白色の中央脈が浮かぶビロード状の質感が特徴の品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。成長すると葉形が矢じり形から羽状に変化していきます。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
syngonium_macrophyllum,シンゴニウム・マクロフィルム,Syngonium Macrophyllum,Syngonium macrophyllum,,中南米原産,18〜28℃,55〜70%,6,bright_indirect,medium,大きく丸みを帯びた葉が特徴の品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。成長すると葉が大きく力強く茂ります。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
syngonium_erythrophyllum,シンゴニウム・エリスロフィルム,Syngonium Erythrophyllum,Syngonium erythrophyllum,,パナマ原産,20〜28℃,60〜75%,6,bright_indirect,hard,葉裏が赤みを帯びる細長い矢じり形の葉が特徴の希少種で表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥に弱いため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,4
syngonium_confetti,シンゴニウム・コンフェッティ,Syngonium Confetti,Syngonium podophyllum 'Confetti',,中南米原産種の園芸品種,18〜28℃,50〜70%,6,bright_indirect,medium,クリーム色と緑の紙吹雪のような斑点模様が入る品種で表土が乾いたらたっぷりと水を与えます。斑を保つには明るい光が必要ですが直射日光は葉焼けの原因になるため明るい日陰で管理してください。光量不足だと斑が薄れやすいため置き場所に注意しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
